"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"ENSG00000131378.13"	309.733998460792	-1.29644349931523	0.115751647308412	-11.2002164069506	4.06738702138721e-29	3.71010072260204e-27
"ENSG00000131398.13"	122.130903160339	-1.18506853075616	0.185531604611685	-6.38742134115903	1.68706335936696e-10	3.74610793930187e-09
"ENSG00000131400.7"	94.2703420639762	-1.66093650601869	0.215032591614637	-7.72411518434042	1.1263295906875e-14	3.92867479513805e-13
"ENSG00000131401.11"	1352.01641499592	-1.74074798957909	0.0755804738667165	-23.0317157398197	2.24330674539481e-117	2.0316347303472e-114
"ENSG00000131668.13"	3146.90941082036	-1.1749902086591	0.0636527239699024	-18.4593861091425	4.38294771501154e-76	1.82201292061086e-73
"ENSG00000131773.13"	27.8230225039712	-1.52732890925246	0.384672369660903	-3.97046689524084	7.17319230551864e-05	0.000555074185179559
"ENSG00000131941.7"	260.748427964316	1.03249273292041	0.146515755041706	7.04697411296489	1.82850319790959e-12	5.08970187624495e-11
"ENSG00000131981.15"	146.501311773092	-1.41360705149986	0.167028523659807	-8.46326735413771	2.59988764992675e-17	1.10432078771931e-15
"ENSG00000132185.16"	26.2893984518576	-2.21390772584931	0.420063448009527	-5.27041268727362	1.36117364766418e-07	1.84186986966213e-06
"ENSG00000132386.10"	59.3330243287763	-1.37666412098579	0.258030551170322	-5.33527566693868	9.53995093516173e-08	1.33580384215257e-06
"ENSG00000132530.16"	4156.76076560955	-1.06711287907997	0.0609944746626543	-17.4952384618756	1.5575919027227e-68	5.1970283512161e-66
"ENSG00000132669.12"	127.198312671622	-1.82602496286472	0.191033909104238	-9.55864313004428	1.19310628906113e-21	7.00342344398427e-20
"ENSG00000133048.12"	1588.61310342538	-2.13245218679693	0.0830713872294326	-25.670116485564	2.52128216508798e-145	3.99591707139381e-142
"ENSG00000133101.9"	134.726702194287	-2.39778839753369	0.192513510849522	-12.4551694421485	1.31072812162078e-35	1.62133871746633e-33
"ENSG00000133106.14"	182.093897599633	-3.28006002920714	0.198221908190797	-16.5474142547853	1.67128182570128e-61	4.65718291605857e-59
"ENSG00000133246.11"	434.817764622545	-1.44845750901421	0.108375489340739	-13.3651761835203	9.66060002158376e-41	1.39984854484183e-38
"ENSG00000133321.10"	44.9252736674605	-2.1709171715599	0.33275294146136	-6.52411113790856	6.84059749175413e-11	1.601697794976e-09
"ENSG00000134138.19"	263.56392696028	-1.00655533839146	0.156931531972394	-6.41397764834491	1.4177100298618e-10	3.17301773497224e-09
"ENSG00000134243.11"	42.0470958300239	-2.63490130673112	0.353325790555269	-7.45742704655169	8.82283847733136e-14	2.82843916698064e-12
"ENSG00000134321.11"	545.701309524155	-1.30893273022276	0.100454083888541	-13.0301594475252	8.24352082692266e-39	1.14229071655249e-36
"ENSG00000134326.11"	2671.11615918362	-1.24565839657542	0.0642648124690394	-19.3832106360776	1.06960847622219e-83	5.02280217408189e-81
"ENSG00000134363.11"	33.607242674605	-1.27422521883089	0.34201239736717	-3.72566967934479	0.000194797362809498	0.00135556298741033
"ENSG00000134369.15"	140.118938451304	-1.0341979791339	0.165928745339768	-6.23278369890764	4.58218668480099e-10	9.50859983250275e-09
"ENSG00000134594.4"	262.533265720733	-1.00095330818759	0.133179644582068	-7.51581303080277	5.65583347452417e-14	1.84108633179697e-12
"ENSG00000134755.14"	240.162170205135	-1.19136919587224	0.134250556428658	-8.87422166108739	7.04241765819821e-19	3.43426205724212e-17
"ENSG00000134827.7"	229.144607494163	-1.29676650720986	0.135944208451742	-9.53896103393176	1.44270376806757e-21	8.42951201628052e-20
"ENSG00000135046.13"	749.291373449704	-1.34400171659827	0.0831707008901422	-16.1595574188262	9.7257400040607e-59	2.51658484717318e-56
"ENSG00000135111.15"	43.5383581423514	-1.4225757526895	0.313576090620684	-4.53662060099574	5.71628067575106e-06	5.73845785335294e-05
"ENSG00000135114.12"	244.954159714608	-1.60357348623167	0.149691245238442	-10.7125402269007	8.88887287391217e-27	7.3183129330086e-25
"ENSG00000135127.11"	128.592491894697	1.08814201717579	0.183758147312172	5.92159875952186	3.18826745626493e-09	5.85855696782363e-08
"ENSG00000135205.14"	39.4408135035652	-1.16483143844571	0.308526360631358	-3.77546811903541	0.00015970745100201	0.00113441499790167
"ENSG00000135362.13"	42.9012060375659	-1.78272158208237	0.323497057220615	-5.51078145006619	3.57244073861828e-08	5.40190532199657e-07
"ENSG00000135549.14"	66.48461716315	-1.13193394451841	0.23949058381217	-4.72642358835356	2.28508723402433e-06	2.49441420922896e-05
"ENSG00000135899.16"	2908.80941643449	-1.15937736322365	0.0630645133415464	-18.3839896923436	1.76497177394564e-75	7.21873455543766e-73
"ENSG00000136160.14"	29.0204948711636	-1.23135422988128	0.36435178375084	-3.37957513808506	0.000725979600536816	0.00431032327567609
"ENSG00000136161.12"	394.715680991184	-1.13892786077433	0.113136343095876	-10.0668611836707	7.7409127757938e-24	5.36322585160052e-22
"ENSG00000136235.15"	62.075065211064	-3.26945275802151	0.325630108862082	-10.0403883702482	1.01274626441407e-23	6.88504551555279e-22
"ENSG00000136250.11"	70.2017874943198	-1.03861863450507	0.232597536375947	-4.46530367727695	7.99552607219593e-06	7.77715957570941e-05
"ENSG00000136383.6"	707.615817961367	-1.03549025588242	0.0850282614285432	-12.1781892100973	4.06200359703902e-34	4.79089707970769e-32
"ENSG00000136425.12"	84.9847247528953	-1.0250718647299	0.230549838623055	-4.44620508455822	8.74005136712611e-06	8.43662819061987e-05
"ENSG00000136931.9"	56.6631758602593	-1.70120716292848	0.275947837635331	-6.16495920934394	7.05013118859153e-10	1.41661827797388e-08
"ENSG00000137177.19"	21.991671096887	-2.48696013196474	0.483677105189066	-5.14177765555515	2.72151080448169e-07	3.46968682654835e-06
"ENSG00000137198.9"	52.8961181862922	-1.42767405341452	0.290657974550976	-4.91186954570942	9.02120686630047e-07	1.06301005444074e-05
"ENSG00000137331.11"	29.8417494306137	-1.61780525079329	0.378136363627796	-4.278364649388	1.8827141581346e-05	0.000168580033975908
"ENSG00000137474.19"	45.8585740809661	-2.59839291125332	0.338395385636265	-7.67857075346262	1.60873298208813e-14	5.54269714127592e-13
"ENSG00000137558.7"	35.3872440951054	-2.24563362329279	0.374794256790536	-5.9916436354248	2.07730736118194e-09	3.90774184457357e-08
"ENSG00000137628.16"	2149.33403979051	-1.67494286754508	0.0770109779652604	-21.7494039395351	6.99830693505464e-105	5.37766870482168e-102
"ENSG00000137868.18"	36.9339194537658	1.61347890614143	0.334945972523078	4.81713183170237	1.45636472208533e-06	1.65089390356012e-05
"ENSG00000137959.15"	3550.62680617794	-3.08348539424437	0.180630316219602	-17.0706969836426	2.45254415924043e-65	7.67797713457022e-63
"ENSG00000137965.10"	945.391775921648	-3.01930109819454	0.105832233150658	-28.5291258467202	5.10019663558123e-179	1.17573442077335e-175
"ENSG00000138080.13"	203.333698642893	-2.66751924853937	0.163312996172751	-16.3337842734677	5.67522677287376e-60	1.51486737375298e-57
"ENSG00000138134.11"	77.3163844595279	-1.03903157785904	0.229138819444967	-4.53450698740545	5.7738190709406e-06	5.79163386079556e-05
"ENSG00000138207.13"	82.9225279602627	-1.18628334059143	0.224172213110821	-5.2918393592563	1.21092236829638e-07	1.66071224528175e-06
"ENSG00000138378.17"	59.711980269635	-1.27143992562661	0.274974962632752	-4.62383888865076	3.76702495730791e-06	3.93103781347382e-05
"ENSG00000138496.16"	2239.10473565229	-1.66803918137332	0.0727847084482444	-22.9174398982367	3.11354041880715e-116	2.72252268759006e-113
"ENSG00000138640.14"	78.8099261980891	-1.02233734015623	0.231956673299498	-4.40744957070584	1.04594942826719e-05	9.93749928887202e-05
"ENSG00000138642.14"	599.943610368439	-1.30981959705185	0.0940931249907858	-13.92046015243	4.75830746217844e-44	7.99080533946496e-42
"ENSG00000138646.8"	1162.46677509414	-1.30039457263193	0.0740857442555761	-17.5525613692416	5.68570433613522e-69	1.92237454074289e-66
"ENSG00000139289.13"	263.129211362395	-1.65822516152104	0.137978546149327	-12.0179927082753	2.85830760389303e-33	3.25026745379011e-31
"ENSG00000139508.14"	64.0547679250178	-1.49000366658861	0.255911655992178	-5.82233607457938	5.80307080616765e-09	1.01907388852354e-07
"ENSG00000139626.15"	1190.44512503357	-1.63540537149802	0.0695352676685769	-23.5190778195143	2.6024871909081e-122	2.4442174143351e-119
"ENSG00000141314.12"	53.8261307229999	1.55174977922047	0.279221624665022	5.55741261473599	2.73802982923106e-08	4.24654192107898e-07
"ENSG00000141756.18"	137.440485720423	-1.80027186769291	0.180848126645023	-9.95460611669244	2.40774419866549e-23	1.58585915298077e-21
"ENSG00000142089.15"	2323.70833951439	-1.73385330281852	0.0717974783103125	-24.1492228365559	7.60833386177313e-129	8.03883875278512e-126
"ENSG00000142694.6"	306.731243332103	-1.5000373538241	0.137377826186344	-10.9190645642434	9.34533263192573e-28	8.06050832926438e-26
"ENSG00000142765.17"	44.6082459581812	-4.41374423978664	0.492252717461713	-8.96641924608559	3.06310338783481e-19	1.53203502384054e-17
"ENSG00000143217.8"	57.8992120021818	-2.44279894744277	0.286605859631202	-8.52319959747549	1.55204981667481e-17	6.77398954410324e-16
"ENSG00000143452.15"	42.9831935222734	-5.66124947183825	0.695131825896199	-8.14413793317473	3.81993575393791e-16	1.4879559270101e-14
"ENSG00000143546.9"	220.635838303995	-2.66852471758402	0.168931917579137	-15.7964507585367	3.29133120125089e-56	7.87373364163397e-54
"ENSG00000143845.14"	41.1058565063634	-1.42374211216402	0.308480868654903	-4.61533358088652	3.92464422638737e-06	4.07539427898161e-05
"ENSG00000145040.3"	32.8735372873508	1.39133713167614	0.358320167940911	3.88294395950825	0.000103199359012386	0.000769685101716499
"ENSG00000145423.4"	329.096445401426	-1.92416500499888	0.143562249773254	-13.4030011931267	5.8066688843388e-41	8.51130113115973e-39
"ENSG00000145431.10"	139.727878658508	-1.27742357607388	0.172211194731974	-7.41777314803506	1.19105873983329e-13	3.77535844058656e-12
"ENSG00000145491.11"	94.3484212569045	1.15521190000942	0.207656725869971	5.56308443740358	2.65047561618607e-08	4.1258907719611e-07
"ENSG00000145632.14"	234.007267038206	-1.65839137470735	0.148960133715229	-11.1331222209946	8.65498193541013e-29	7.81042818213986e-27
"ENSG00000145945.5"	112.27837804097	-1.12422009718078	0.18305018497536	-6.14159498026243	8.16969512696762e-10	1.6286723980318e-08
"ENSG00000146192.14"	116.708223372156	-1.96342325852698	0.193423512033629	-10.1509027412635	3.28312273751681e-24	2.33720783395675e-22
"ENSG00000146674.14"	324.107791824031	-3.03909025999924	0.146889512509668	-20.689634052664	4.29460006126943e-95	2.42005485230378e-92
"ENSG00000147036.11"	25.8134289481609	-2.3111504372036	0.429584935302876	-5.37996155655258	7.45017465388683e-08	1.06096844805297e-06
"ENSG00000147155.10"	300.682318998389	-1.0087673962691	0.127627691751514	-7.90398527486596	2.7012495107934e-15	9.89859611195073e-14
"ENSG00000147168.12"	20.1949558095492	-2.93679035596075	0.525034484912298	-5.59351897895109	2.22512889502075e-08	3.51337599750537e-07
"ENSG00000147174.11"	361.877541530096	-4.1209623370363	0.46900053771038	-8.78669000499336	1.54031059574634e-18	7.23318446054363e-17
"ENSG00000147381.11"	321.123385454362	-8.9097973346261	0.728895522546537	-12.2236960703202	2.32278867030355e-34	2.79152962566623e-32
"ENSG00000147804.9"	115.117218910044	-5.49381014369243	0.405651242197928	-13.5431858014917	8.69352550951314e-42	1.32006239443254e-39
"ENSG00000147883.10"	74.5089057562314	-1.60023062216742	0.261880053025332	-6.11054795384751	9.92896369449054e-10	1.95632215512736e-08
"ENSG00000148180.18"	840.951647798366	-1.0971181425509	0.080304268462321	-13.6620152771291	1.71179887709433e-42	2.6630549647459e-40
"ENSG00000148516.21"	117.958526284444	-1.07464064328263	0.198625852256696	-5.41037649970057	6.2892383383362e-08	9.09250318036085e-07
"ENSG00000149418.10"	551.447714531221	-1.06593783809925	0.103091172430971	-10.3397586133089	4.65709099610266e-25	3.5042882338033e-23
"ENSG00000149557.12"	394.076480837841	-1.35446421953685	0.110021465785136	-12.310908692873	7.91272374429803e-35	9.60051907693347e-33
"ENSG00000150347.14"	293.114616997128	-1.57166099624764	0.145905848078607	-10.7717477876617	4.68030849746335e-27	3.92990936684357e-25
"ENSG00000150637.8"	95.5152210013263	-1.77037923118169	0.21015459410621	-8.42417572982942	3.63298672152327e-17	1.51521837638795e-15
"ENSG00000151150.21"	47.2920988628092	-1.50478963569162	0.296575767389227	-5.0738792617427	3.89786431027512e-07	4.86427377854116e-06
"ENSG00000151490.13"	61.5746926886776	-1.27678497888893	0.24957444745299	-5.11584816442166	3.12334240817486e-07	3.94627388074231e-06
"ENSG00000152315.4"	384.526286565482	-1.51569566267024	0.111534619082	-13.5894637480754	4.62456245474525e-42	7.0644370317729e-40
"ENSG00000152661.7"	319.512316286053	-2.67261046355532	0.139227953756449	-19.1959329390886	4.00230917547398e-82	1.84528283766671e-79
"ENSG00000152778.8"	468.385650122595	-1.90674029449346	0.114943397130533	-16.5885152352694	8.43806816926121e-62	2.37747258484584e-59
"ENSG00000153064.11"	436.209148346915	-1.07222170064455	0.0985874156146103	-10.8758475304393	1.50252845258394e-27	1.28286587544187e-25
"ENSG00000153132.12"	32.9251656647028	-2.31939443780007	0.390067175386679	-5.94614103455597	2.74537629361161e-09	5.07414373567079e-08
"ENSG00000154188.9"	23.1146957608287	-3.27496368106261	0.542076460189211	-6.04151613578551	1.52672735762657e-09	2.93293578293141e-08
"ENSG00000154310.16"	189.796560751774	-1.24554883429942	0.150512173910051	-8.27540259330639	1.28022317758942e-16	5.14483349244254e-15
"ENSG00000154451.14"	28.9335151921938	-3.75144148344283	0.522025746887511	-7.18631505401823	6.65633506373095e-13	1.94460074361854e-11
"ENSG00000154654.14"	305.720396615085	-1.12118840663346	0.128052770711754	-8.75567471442882	2.02886076489989e-18	9.40545727172421e-17
"ENSG00000154678.16"	141.426543226384	-1.219546352525	0.193622287505968	-6.2985845701643	3.00375829216316e-10	6.40078174560282e-09
"ENSG00000154736.5"	258.448651384694	-1.22897206673216	0.12992961035166	-9.45875280781568	3.11637945483485e-21	1.77186435461215e-19
"ENSG00000154930.14"	65.9416289472225	-1.80594248410353	0.252933837569309	-7.13997977280786	9.3344654114654e-13	2.6959381993615e-11
"ENSG00000155307.17"	33.248229544158	-1.46770188593571	0.350256646194899	-4.19036127331331	2.78510653211796e-05	0.000239649580731073
"ENSG00000156414.18"	63.9830888436288	-5.55495448886174	0.559310653018906	-9.9317873866314	3.02778729648794e-23	1.97883067691601e-21
"ENSG00000156535.13"	386.910806416152	-1.10851794227698	0.107649146428541	-10.297507960389	7.23102696724148e-25	5.37725459927594e-23
"ENSG00000156587.15"	2079.07722126193	-1.39169443798935	0.0690943138978431	-20.1419532155278	3.16601153780399e-90	1.70816426756667e-87
"ENSG00000157554.18"	167.631334604913	1.43951886396126	0.165839679363268	8.68018359350557	3.9513047596497e-18	1.7860460979536e-16
"ENSG00000157601.13"	2604.03969872131	-2.82591522656649	0.147416550819251	-19.1695926329966	6.64269059926879e-82	3.00795264671889e-79
"ENSG00000158373.8"	55.7308468759277	-2.64959755340016	0.311884216695214	-8.49545251592343	1.97163246286558e-17	8.53185255859135e-16
"ENSG00000158406.4"	23.2939916019049	-1.64087430624605	0.450921251879003	-3.63893761806187	0.000273765099677232	0.00183218141927032
"ENSG00000159167.11"	30.5056400385769	-1.88489127418952	0.395932930272529	-4.76063274881458	1.92986945861453e-06	2.14262827195917e-05
"ENSG00000159618.15"	104.936430337121	-1.49515957985254	0.200970902785629	-7.43968186005213	1.00928067875354e-13	3.21524364972766e-12
"ENSG00000159753.13"	45.499130660516	-1.95537786137971	0.306398711345475	-6.38180837247373	1.75008877684307e-10	3.86911518772333e-09
"ENSG00000159784.17"	31.9481484654687	-1.54296461255631	0.350827143530431	-4.39807649154281	1.09214490635446e-05	0.000103222551380307
"ENSG00000159958.5"	120.551122173278	-1.98380704435889	0.198607114547366	-9.98860010065638	1.70979255566484e-23	1.13797689308528e-21
"ENSG00000160326.13"	165.552827395963	-1.01453553136121	0.155786534406741	-6.51234418446193	7.39869468687065e-11	1.72124862265749e-09
"ENSG00000160345.12"	37.3953520558727	1.24885782062096	0.313571508279301	3.9826890761663	6.81398758357847e-05	0.000530027905350868
"ENSG00000161133.16"	161.008204075281	-1.2433756173299	0.171184218918101	-7.26337757760699	3.77542138557448e-13	1.13432624994547e-11
"ENSG00000161653.10"	28.0584947787959	-1.5880281391595	0.402995356909407	-3.94056187480217	8.12909787623012e-05	0.000621029016110923
"ENSG00000161958.10"	72.0548260550274	-1.5338356086332	0.24720388862219	-6.20473899978741	5.47877525280848e-10	1.11950671120643e-08
"ENSG00000162039.14"	20.8957123936725	-2.07959452136212	0.494399102122598	-4.20630723727819	2.59577289269213e-05	0.000225346145199887
"ENSG00000162373.12"	97.6169539840272	-1.11633059536796	0.201344148916703	-5.5443905441215	2.94979786591226e-08	4.54164992615683e-07
"ENSG00000162595.5"	47.0171663227213	-1.712385175825	0.291246604830615	-5.87950261882333	4.11501090036658e-09	7.43752290887353e-08
"ENSG00000162645.12"	260.953913410988	-2.00720196133055	0.140228991162348	-14.3137445737361	1.79577767237424e-46	3.22959788766426e-44
"ENSG00000163220.10"	208.520482402868	-2.78050052533112	0.168506921085631	-16.5008090315658	3.62009747593337e-61	9.87079911771165e-59
"ENSG00000163235.15"	446.589500378011	-1.08670909366189	0.111151806531912	-9.77680100367863	1.41615873696926e-22	8.8669020375473e-21
"ENSG00000163412.12"	34.3459366463148	-1.96528024436529	0.372492570787219	-5.27602534518179	1.32015837606643e-07	1.79306781469162e-06
"ENSG00000163430.10"	24.4624112475029	-3.13618967809651	0.492042428985141	-6.37381960040526	1.84377456684855e-10	4.06207084849223e-09
"ENSG00000163449.10"	42.2024723338208	-1.91869595526083	0.324442007510262	-5.91383332258584	3.34236119537537e-09	6.12395919019716e-08
"ENSG00000163508.12"	320.775384240997	-1.61826937639881	0.137101239609074	-11.8034627623579	3.74573894740931e-32	4.07658576087576e-30
"ENSG00000163536.12"	30.1682060077836	-3.17912588684573	0.465442590291199	-6.83032870897515	8.47202828122222e-12	2.18994590372307e-10
"ENSG00000163637.11"	27.9721833569717	-2.26009725406175	0.398957745592187	-5.66500407381992	1.4702104341133e-08	2.40061791295847e-07
"ENSG00000163993.6"	45.2471897453565	-3.36764839560149	0.381480098819279	-8.82784817877712	1.06708768193128e-18	5.09589631608536e-17
"ENSG00000164088.17"	672.143376458399	-1.86092189585311	0.0886361042753561	-20.9950776951115	7.27439117370822e-98	4.72984644571521e-95
"ENSG00000164125.15"	384.607855257714	-1.47455579417985	0.112371031908328	-13.122205688943	2.45678811288244e-39	3.46106849813738e-37
"ENSG00000164176.12"	31.8663224915803	-3.45348694994425	0.470794430525327	-7.33544563407588	2.20984933123887e-13	6.7924071929158e-12
"ENSG00000164237.8"	137.452346983113	-1.00860818855851	0.167406056155831	-6.02492055376801	1.69192711554138e-09	3.23314904264494e-08
"ENSG00000164692.17"	548.455067463948	-5.18639852845719	0.172556418611247	-30.0562480966972	1.80915115992351e-198	6.55377930190576e-195
"ENSG00000164904.16"	73.942613476364	-1.07291558585849	0.233026209834208	-4.6042699944433	4.13915188360232e-06	4.2632255671969e-05
"ENSG00000164932.12"	29.9401172903944	-3.08005735201531	0.442874816196768	-6.95469066962445	3.53336459652804e-12	9.48138195119132e-11
"ENSG00000165949.12"	5357.50635497249	-3.3919458211599	0.0780301364968476	-43.4696897050402	0	0
"ENSG00000166016.5"	29.4954357307796	-1.87157095177834	0.379957690575921	-4.9257351494623	8.40437711941854e-07	9.94949556462257e-06
"ENSG00000166145.14"	417.410796550018	-1.1294660226401	0.106347877508258	-10.6204848569018	2.39314845161286e-26	1.93883253789134e-24
"ENSG00000166394.14"	153.860930383252	-1.28314657277704	0.168610192406122	-7.61013646011625	2.73806676508858e-14	9.15988087455357e-13
"ENSG00000166450.12"	150.795764239198	1.07507501240701	0.162955053860444	6.59737140357554	4.18511421333888e-11	1.00413942046705e-09
"ENSG00000166750.9"	597.914457810516	-2.87351631728313	0.116389351823997	-24.6888248130158	1.41000206439217e-134	1.78774161744283e-131
"ENSG00000166823.5"	45.2420375549886	-1.10975113387735	0.28585965233564	-3.88215379403858	0.000103535359893063	0.000771964027100349
"ENSG00000166825.13"	569.845070498949	-1.58079429628904	0.0909637852383316	-17.3782818310303	1.20510257574477e-67	3.86822672351086e-65
"ENSG00000167207.11"	244.656099438711	-1.63337879935273	0.135222931441699	-12.0791553765196	1.36110661827867e-33	1.56176206453894e-31
"ENSG00000167208.14"	74.2578469145346	-7.20581995400205	0.856505735602286	-8.41304343272727	3.99506951329541e-17	1.6634970889679e-15
"ENSG00000167419.10"	227.162415986293	-1.03591467805014	0.144047734239189	-7.19146804718233	6.40983363065412e-13	1.87691179221856e-11
"ENSG00000167601.11"	576.604484644774	-1.72260563339739	0.108958939119449	-15.809676996845	2.66831355448801e-56	6.44410429663875e-54
"ENSG00000167705.11"	100.148747018953	-1.13562418364673	0.197736833489603	-5.74310897775369	9.29538608174243e-09	1.576671573651e-07
"ENSG00000167771.5"	228.526744613127	-1.22009682425121	0.1343630539994	-9.08059758939876	1.07980345200765e-19	5.48730579879959e-18
"ENSG00000167851.13"	406.716905004623	-1.1795672707468	0.222318105144545	-5.30576342390053	1.12202402165195e-07	1.55137868817068e-06
"ENSG00000167992.12"	43.8821856889211	-1.60933872989508	0.327203807080343	-4.91845967275045	8.72278824691928e-07	1.03071977803066e-05
"ENSG00000168016.13"	535.965771705862	-1.40021122706322	0.100841673800581	-13.8852438113255	7.78350757997601e-44	1.29002735433354e-41
"ENSG00000168056.15"	611.970160184343	-1.30595228536507	0.0908472690173169	-14.3752508962722	7.40013952027534e-47	1.36972801427111e-44
"ENSG00000168243.10"	881.67095191526	1.18531164893125	0.077458027182329	15.3026315289587	7.34266736456876e-53	1.63329262307662e-50
"ENSG00000168306.12"	20.0230407089653	-1.4031746443668	0.451670236524313	-3.10663517517667	0.00189229771784555	0.00987749805045853
"ENSG00000168386.18"	96.4135482633111	-2.24160230928465	0.227817904052258	-9.83944751230111	7.61277373763076e-23	4.86258731583982e-21
"ENSG00000168394.10"	1986.0578328073	-1.64979546669663	0.0652192347759193	-25.2961487874706	3.52163778492374e-141	5.2530406441233e-138
"ENSG00000168453.14"	21.7654480301093	-2.46887274118644	0.495586865437655	-4.98171544358054	6.30230649117284e-07	7.62834787604587e-06
"ENSG00000168528.11"	96.7206884081108	-1.15425085196748	0.197025456984944	-5.85838434094173	4.67391953108668e-09	8.35833931377263e-08
"ENSG00000168594.15"	34.8637606367785	1.01287206355289	0.325016825545886	3.11636808910343	0.00183093574437406	0.00959869104937717
"ENSG00000168913.6"	48.0571983827513	-2.63397552622344	0.331560799380317	-7.94417051456718	1.95494522142614e-15	7.23700743429547e-14
"ENSG00000168938.5"	115.779548776104	-1.4841167585986	0.184224810852213	-8.0560091321748	7.88257470617684e-16	2.98783750970452e-14
"ENSG00000168961.16"	3200.65723013911	-1.33560888525815	0.0615979814591738	-21.6826729321216	2.99000864578292e-104	2.16630397827895e-101
"ENSG00000168993.14"	119.389310985921	2.34455428440575	0.204920570775961	11.4412832031833	2.6001107829657e-30	2.55556624939707e-28
"ENSG00000168995.13"	25.3133554030042	-1.38776277105101	0.424138589717004	-3.27195592359791	0.0010680622561522	0.00603877874950001
"ENSG00000169136.9"	2421.78558553211	-1.19395909375927	0.0651938666233343	-18.3139788387997	6.40165104904144e-75	2.57671535399354e-72
"ENSG00000169248.12"	52.3465932025148	-1.91029698591129	0.290358043343718	-6.57910820693173	4.73278260411377e-11	1.1258339706859e-09
"ENSG00000169403.11"	80.8597220615526	-1.8390547891326	0.228423202827648	-8.05108573195262	8.20627591840786e-16	3.10126296183288e-14
"ENSG00000169851.15"	22.4200574842535	-1.80036117499864	0.44797474338779	-4.01888990746104	5.84729829040445e-05	0.000462106458066233
"ENSG00000170298.15"	113.773658795595	-1.45033381896198	0.188930297595438	-7.67655499102436	1.63423917892986e-14	5.62293583436953e-13
"ENSG00000170365.9"	30.4365444233441	-3.59099129817657	0.484857152956339	-7.40628714309168	1.29884446489303e-13	4.08130086006908e-12
"ENSG00000170379.19"	74.7482567917673	-1.27825763963629	0.239373371361495	-5.34001602753843	9.29383646742807e-08	1.30278112294661e-06
"ENSG00000170421.12"	106.755411678135	-1.12963464900184	0.194339240967479	-5.81269456121254	6.14751687880733e-09	1.07361386372449e-07
"ENSG00000170458.13"	51.3899761093469	-1.96297831640155	0.299647853035244	-6.55095071270432	5.71719276092447e-11	1.34861929331649e-09
"ENSG00000170581.13"	2095.51113334701	-1.24425564240949	0.0757293841420724	-16.4302886720326	1.16104930197455e-60	3.13211576590114e-58
"ENSG00000170955.9"	34.4692158376555	-1.25915592850523	0.34428197224764	-3.65733912898445	0.00025484710508533	0.00172009925226346
"ENSG00000171016.11"	61.6872090277621	-1.11533335470292	0.263844765991511	-4.22723320097546	2.36582438606669e-05	0.00020744320463997
"ENSG00000171509.15"	753.677930893264	-1.05798738996895	0.0946963588007039	-11.1724189120679	5.56445546865556e-29	5.05747174817805e-27
"ENSG00000171522.5"	791.924483662937	-1.38522122277865	0.081702719687267	-16.9544077367418	1.78551485957404e-64	5.45507057940704e-62
"ENSG00000171604.11"	1423.9069497605	-1.63768189528093	0.0673597379892233	-24.3124742489785	1.44685819791811e-130	1.5951926166438e-127
"ENSG00000171695.10"	49.5612648676416	-1.09263514896345	0.290848149415934	-3.75672030630974	0.000172154720346538	0.00121398759692645
"ENSG00000171724.2"	120.092711222802	-1.32142095107623	0.182280739508456	-7.24937233982932	4.18707390622861e-13	1.25207335040265e-11
"ENSG00000171843.15"	125.002233957415	-1.27839262245563	0.187762715097067	-6.80855419988333	9.85844479193546e-12	2.53283123641236e-10
"ENSG00000171916.16"	183.401315107214	-1.41081235013892	0.159268022482549	-8.85810175921223	8.13884078536346e-19	3.94617064312135e-17
"ENSG00000172000.7"	27.9842423758131	-1.28067930748419	0.37905847990819	-3.37857975844353	0.000728612935501795	0.00432089963013436
"ENSG00000172037.13"	25.492535835063	-7.14358150155443	1.22127335150624	-5.84928959003648	4.93676937920967e-09	8.76043372414268e-08
"ENSG00000172137.18"	148.236585177916	-3.2807267384815	0.212680249668091	-15.4256295241397	1.10076543664253e-53	2.4922508877126e-51
"ENSG00000172179.11"	88.2960668052249	-2.01661638811555	0.226473641258662	-8.90441985613821	5.36659671325671e-19	2.64244969815075e-17
"ENSG00000172183.14"	47.5152008378322	-1.90847869751033	0.298394220115717	-6.3958299754272	1.59677606266492e-10	3.54873333891824e-09
"ENSG00000172322.13"	54.4092660255239	-2.27143686630648	0.30809932603799	-7.37241751066475	1.67561276093591e-13	5.20713093036921e-12
"ENSG00000172345.13"	96.4087738597761	-1.14778389490918	0.199834941641158	-5.74365966974005	9.26519146941237e-09	1.57260190951378e-07
"ENSG00000172349.17"	345.341743313335	-1.21886908394392	0.115663931851765	-10.5380222203238	5.76995522601198e-26	4.60108567991232e-24
"ENSG00000172828.12"	67.249535537831	-2.30256225742503	0.515650134311655	-4.46535762178892	7.99351165285396e-06	7.77715957570941e-05
"ENSG00000172830.12"	161.163088491349	-1.52938895536221	0.164072223693299	-9.32143735810578	1.14774745244526e-20	6.34086708041545e-19
"ENSG00000172927.7"	21.7262219491174	-1.67996764223456	0.439037571746379	-3.82647807464879	0.000129989721641831	0.000946390858855456
"ENSG00000173110.7"	96.1587218515319	-1.32086637175394	0.20804382338352	-6.3489814322388	2.16745189484185e-10	4.73404350985355e-09
"ENSG00000173193.13"	8038.69764378782	-1.27382127742935	0.0704499836737325	-18.0812146576025	4.48101436911222e-73	1.69596361749176e-70
